Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Others,Air,Others,100,1.0,0.01,0.0,,,0.0,On time,Others
Vietnam,Air,Tablet - FDC,3024,27972.0,9.25,0.15,703.0,10356.86,44.76,On time,India
Vietnam,Air,Tablet,1040,85488.0,82.2,0.68,251.0,2519.89,136.78,On time,Others
Vietnam,Air,Tablet,9576,24897.6,2.6,0.04,889.0,7884.8,39.84,On time,Others
South Africa,Truck,Others,8,397.92,49.74,0.83,,,0.64,Delivered Early,Others
South Africa,Truck,Others,4,56.16,14.04,0.23,,,0.09,Delivered Early,Others
South Africa,Truck,Tablet,30,738.3,24.61,0.82,,,1.18,Delivered Early,Others
South Africa,Truck,Others,6,78.48,13.08,0.07,,,0.13,Delivered Early,Others
Haiti,Air,Test kit,121,16819.0,139.0,1.39,100.0,1372.85,26.91,On time,
Haiti,Air,Test kit,84,11676.0,139.0,1.39,54.0,871.71,18.68,On time,
Haiti,Air,Test kit,28,9800.0,350.0,3.5,,,19.21,On time,Others
Rwanda,Air,Test kit,4327,302890.0,70.0,0.7,986.0,26574.61,484.62,On time,Others
Zimbabwe,Air,Test kit,1396,100498.04,71.99,0.72,414.0,5781.14,196.98,On time,Others
Vietnam,Air,Tablet,15960,38304.0,2.4,0.04,755.0,6609.02,61.29,On time,India
Vietnam,Air,Tablet,5040,62294.4,12.36,0.41,301.0,4883.46,99.67,On time,Others
Tanzania,Air,Others,132,1990.56,15.08,0.06,65.0,633.0,3.18,On time,Others
South Africa,Truck,Tablet - FDC,30,1171.5,39.05,1.3,,,1.87,Delivered Early,Others
Nigeria,Air,Tablet - FDC,7,184.45,26.35,0.03,488.0,4404.9,0.3,On time,India
Nigeria,Air,Test kit,8485,229095.0,27.0,1.35,2441.0,22229.32,449.03,On time,
Vietnam,Air,Tablet,6,493.2,82.2,0.68,9.0,2709.98,0.97,On time,Others
Vietnam,Air,Tablet,880,20680.0,23.5,0.39,331.0,2771.84,40.53,On time,India
Vietnam,Air,Others,280,1960.0,7.0,0.12,60.0,1516.05,3.84,On time,Others
Ethiopia,Air,Test kit,6998,160954.0,23.0,23.0,5057.0,44347.71,257.53,Delivered Early,Others
South Africa,Truck,Others,350,1736.0,4.96,0.08,,,2.78,Delivered Early,Others
South Africa,Truck,Others,100,1828.0,18.28,0.61,,,2.92,Delivered Early,Others
Côte d'Ivoire,Air,Test kit,1174,82180.0,70.0,0.7,275.0,4015.0,131.49,On time,Others
Haiti,Air,Tablet,30,197.1,6.57,0.01,3221.0,21015.77,0.39,Delivered Early,India
