Drop_point,Shipment_Mode,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight,Freight_Cost,Line_Item_Insurance,Delivery_Status,Pickup_Point
Nigeria,Air Charter,Tablet,7677,167205.06,21.78,0.18,16376.0,14547.55,206.83,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,2014,9465.8,4.7,0.16,,,11.71,Delivered Early,India
Mozambique,Truck,Tablet,34200,113886.0,3.33,0.11,7908.0,5496.08,140.88,Delayed,India
Mozambique,Truck,Tablet,2600,5174.0,1.99,0.03,149.0,1815.67,6.4,Delivered Early,India
Mozambique,Truck,Others,13603,28566.3,2.1,0.01,,,35.34,On time,India
Mozambique,Truck,Tablet - FDC,25400,217932.0,8.58,0.14,,,269.58,On time,India
Zimbabwe,Truck,Tablet - FDC,40534,190509.8,4.7,0.16,3749.0,9708.48,235.66,Delivered Early,India
Nigeria,Air Charter,Tablet,14344,32417.44,2.26,0.04,,,40.1,Delivered Early,India
Tanzania,Truck,Others,12917,29709.1,2.3,0.04,2461.0,3592.8,36.75,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,41222,288554.0,7.0,0.12,,,356.94,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,763,3509.8,4.6,0.08,56.0,20666.07,4.34,Delivered Early,India
Mozambique,Truck,Tablet - FDC,66956,704377.12,10.52,0.35,5810.0,13649.6,987.54,Delayed,Others
Mozambique,Truck,Tablet - FDC,8531,40095.7,4.7,0.16,,,49.6,On time,India
Nigeria,Air Charter,Tablet,109238,246877.88,2.26,0.04,11763.0,20761.0,305.39,Delayed,India
Nigeria,Air Charter,Tablet,45000,149850.0,3.33,0.11,16966.0,20761.0,185.36,Delivered Early,India
Nigeria,Air Charter,Tablet,7014,152764.92,21.78,0.18,7733.0,20761.0,188.97,Delivered Early,India
Zambia,Truck,Tablet - FDC,176213,2283720.48,12.96,0.43,19962.0,31401.08,2824.96,Delayed,Others
Zimbabwe,Truck,Tablet,4800,15984.0,3.33,0.11,396.0,11133.66,19.77,Delayed,India
Uganda,Air,Tablet - FDC,35930,377983.6,10.52,0.35,4811.0,2486.5,467.57,Delivered Early,India
Uganda,Truck,Tablet - FDC,44017,363580.42,8.26,0.14,,,449.75,Delayed,India
Nigeria,Air Charter,Others,1945,6418.5,3.3,0.06,165.0,,7.94,Delayed,India
Côte d'Ivoire,Truck,Tablet,2656,10730.24,4.04,0.13,167.0,1478.35,13.27,Delivered Early,Others
"Congo, DRC",Air,Tablet - FDC,800,6608.0,8.26,0.14,,,8.17,Delayed,Others
Uganda,Truck,Tablet - FDC,45233,316631.0,7.0,0.12,3984.0,20074.74,391.67,Delayed,India
Zimbabwe,Truck,Tablet - FDC,59680,627833.6,10.52,0.35,7831.0,4529.65,776.63,On time,India
Côte d'Ivoire,Truck,Others,7600,29564.0,3.89,0.06,415.0,2751.09,41.45,Delivered Early,Others
Zambia,Truck,Tablet,2997,6773.22,2.26,0.04,2764.0,4356.75,8.38,On time,India
Zambia,Truck,Tablet - FDC,16099,198017.7,12.3,0.41,2004.0,4356.75,277.62,On time,Others
Zambia,Truck,Tablet,10000,73000.0,7.3,0.08,684.0,1026.49,90.3,Delayed,India
"Congo, DRC",Air,Others,6339,12361.05,1.95,0.01,2357.0,24505.0,15.29,On time,India
Mozambique,Truck,Tablet,70643,235241.19,3.33,0.11,,,290.99,On time,India
Tanzania,Truck,Tablet,13370,153220.2,11.46,0.19,1337.0,10540.22,189.53,Delivered Early,India
Uganda,Air,Tablet,13040,263668.8,20.22,0.17,2638.0,13508.98,326.16,Delayed,Others
Zimbabwe,Truck,Tablet - FDC,131520,632611.2,4.81,0.16,2277.0,12000.0,782.54,Delayed,India
Rwanda,Truck,Others,5495,7967.75,1.45,0.01,1960.0,4390.98,9.86,On time,India
Uganda,Air,Tablet,13164,266176.08,20.22,0.17,2722.0,8604.7,329.26,Delayed,Others
Others,Air,Tablet,288,650.88,2.26,0.04,,,0.81,Delivered Early,India
Mozambique,Truck,Tablet,21410,133812.5,6.25,0.1,,,165.53,Delivered Early,India
Others,Air,Tablet - FDC,15080,105560.0,7.0,0.12,1212.0,15181.0,130.58,Delivered Early,India
Tanzania,Truck,Others,56540,73502.0,1.3,0.01,,,90.92,Delayed,India
Zambia,Truck,Tablet,9984,22563.84,2.26,0.04,,,27.91,On time,India
Côte d'Ivoire,Truck,Tablet,6269,131649.0,21.0,0.18,,,162.85,Delivered Early,Others
Côte d'Ivoire,Truck,Tablet - FDC,14300,118118.0,8.26,0.14,,,146.11,Delivered Early,India
Zambia,Truck,Tablet,46009,942264.32,20.48,0.17,22534.0,30981.39,1165.58,On time,Others
Rwanda,Truck,Tablet - FDC,89520,768081.6,8.58,0.14,10238.0,13380.52,950.12,On time,India
Tanzania,Truck,Tablet,59498,134465.48,2.26,0.04,,,166.33,Delivered Early,India
Côte d'Ivoire,Air,Tablet,9300,106578.0,11.46,0.19,,,131.84,Delivered Early,India
Guyana,Air,Tablet - FDC,3402,19969.74,5.87,0.2,392.0,4523.0,24.7,Delivered Early,India
Rwanda,Truck,Others,5233,7587.85,1.45,0.01,1855.0,6638.3,9.39,Delayed,India
Guyana,Air,Tablet,96,892.8,9.3,0.1,,,1.1,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,67334,577725.72,8.58,0.14,8716.0,26340.0,714.65,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,39360,189321.6,4.81,0.16,4174.0,10900.0,234.19,Delayed,India
Côte d'Ivoire,Air,Others,5800,22562.0,3.89,0.06,248.0,2431.36,27.91,On time,India
Haiti,Air,Tablet,1865,38195.2,20.48,0.17,497.0,5819.7,39.26,Delayed,Others
Côte d'Ivoire,Air,Tablet - FDC,7130,33511.0,4.7,0.16,669.0,2431.39,41.45,Delivered Early,India
Others,Air,Tablet,88,1848.0,21.0,0.18,95.0,771.9,2.29,Delayed,Others
Nigeria,Air Charter,Tablet - FDC,11605,24950.75,2.15,0.04,935.0,49199.75,30.86,Delivered Early,Others
Rwanda,Truck,Tablet,2586,24049.8,9.3,0.1,164.0,2737.75,24.72,Delivered Early,India
South Sudan,Air,Tablet,378,854.28,2.26,0.04,613.0,6333.0,0.88,Delayed,India
Rwanda,Truck,Tablet - FDC,1303,6124.1,4.7,0.16,,,7.58,Delayed,Others
Côte d'Ivoire,Air,Tablet - FDC,9500,38000.0,4.0,0.07,449.0,3051.95,47.01,Delayed,India
Uganda,Air,Tablet - FDC,1864,7456.0,4.0,0.07,89.0,790.29,9.22,Delayed,India
Tanzania,Truck,Tablet,11022,125209.92,11.36,0.19,,,154.88,Delayed,India
Mozambique,Truck,Tablet - FDC,164250,1409265.0,8.58,0.14,19164.0,14509.09,1743.26,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,2085,8340.0,4.0,0.07,122.0,30936.1,10.32,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,89490,972756.3,10.87,0.36,11280.0,30936.1,1203.3,Delivered Early,Others
Mozambique,Truck,Tablet,1330,3005.8,2.26,0.04,,,3.09,Delivered Early,India
"Congo, DRC",Air,Others,440,818.4,1.86,0.01,,,0.84,Delivered Early,India
Mozambique,Truck,Tablet - FDC,180194,1958708.78,10.87,0.36,13739.0,,2422.92,On time,India
Côte d'Ivoire,Truck,Tablet - FDC,70300,473119.0,6.73,0.11,5565.0,23776.42,585.25,On time,Others
Côte d'Ivoire,Air,Others,2867,6020.7,2.1,0.01,5752.0,18607.76,7.45,Delivered Early,India
Zimbabwe,Truck,Others,595,5063.45,8.51,0.04,236.0,7300.0,5.21,Delivered Early,India
Rwanda,Truck,Tablet - FDC,49998,412983.48,8.26,0.14,,,510.86,Delayed,India
Mozambique,Truck,Tablet - FDC,54997,454275.22,8.26,0.14,,,466.99,Delivered Early,India
Mozambique,Truck,Tablet - FDC,4629,51613.35,11.15,0.37,,,53.06,Delivered Early,India
South Sudan,Air,Tablet,507,10175.49,20.07,0.17,,,10.46,Delivered Early,India
Guyana,Air,Tablet - FDC,287,2009.0,7.0,0.12,,,2.07,Delayed,Others
Guyana,Air,Others,190,399.0,2.1,0.01,,,0.41,Delayed,India
Others,Air,Tablet - FDC,16834,182985.58,10.87,0.36,5447.0,38560.67,188.11,On time,Others
Côte d'Ivoire,Truck,Tablet,4400,17776.0,4.04,0.13,11043.0,39329.03,21.99,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,10819,23260.85,2.15,0.04,411.0,29674.91,23.91,Delivered Early,Others
Guyana,Air,Others,176,369.6,2.1,0.01,,,0.38,Delivered Early,India
Mozambique,Truck,Tablet - FDC,100000,811000.0,8.11,0.14,,,833.71,On time,India
Mozambique,Truck,Tablet - FDC,127671,1423531.65,11.15,0.37,,,1463.39,Delayed,India
Guyana,Air,Others,36,301.68,8.38,0.03,22.0,892.96,0.31,Delivered Early,India
Rwanda,Truck,Tablet - FDC,15862,128640.82,8.11,0.14,1851.0,5445.73,159.13,Delayed,India
Rwanda,Truck,Tablet - FDC,30205,325609.9,10.78,0.36,,,402.78,Delayed,Others
Zambia,Truck,Tablet - FDC,27900,129456.0,4.64,0.15,17018.0,19564.23,133.08,Delayed,
"Congo, DRC",Air,Tablet,1000,5500.0,5.5,0.09,204.0,3298.78,5.65,On time,India
Côte d'Ivoire,Truck,Tablet - FDC,489,6611.28,13.52,0.45,,,6.8,Delayed,Others
Mozambique,Truck,Tablet - FDC,74623,605192.53,8.11,0.14,10073.0,7048.57,622.14,Delivered Early,India
Rwanda,Truck,Tablet - FDC,53705,249191.2,4.64,0.15,5565.0,34837.8,308.25,Delayed,India
Côte d'Ivoire,Truck,Others,6738,14149.8,2.1,0.01,2720.0,32022.51,14.55,Delivered Early,India
Tanzania,Truck,Tablet - FDC,34733,199367.42,5.74,0.19,2746.0,5989.25,246.62,Delivered Early,Others
Tanzania,Truck,Tablet - FDC,43479,516965.31,11.89,0.4,4874.0,12435.18,531.44,Delivered Early,Others
Others,Air,Tablet,200,4008.0,20.04,0.17,,,4.12,Delayed,Others
Others,Air,Tablet,112,2207.52,19.71,0.16,,,2.73,Delivered Early,Others
Mozambique,Truck,Tablet - FDC,24768,61672.32,2.49,0.04,20019.0,11701.65,63.4,Delivered Early,India
Tanzania,Air,Others,43293,56280.9,1.3,0.01,,,69.62,Delayed,India
Zambia,Truck,Tablet - FDC,17801,82418.63,4.63,0.15,1667.0,1966.09,84.73,Delayed,India
Côte d'Ivoire,Truck,Others,697,1387.03,1.99,0.03,47.0,270.74,1.43,Delivered Early,India
Zambia,Truck,Tablet - FDC,35000,228200.0,6.52,0.11,,,234.59,Delayed,India
Nigeria,Air Charter,Tablet - FDC,27137,110990.33,4.09,0.07,1169.0,28812.58,137.3,Delivered Early,Others
Côte d'Ivoire,Truck,Tablet - FDC,71,959.92,13.52,0.45,7.0,22.29,0.99,On time,India
Côte d'Ivoire,Truck,Tablet - FDC,7303,14532.97,1.99,0.03,277.0,2286.63,14.94,Delivered Early,Others
Others,Air,Tablet - FDC,1056,8564.16,8.11,0.14,155.0,994.25,8.8,Delivered Early,India
Rwanda,Truck,Others,800,6800.0,8.5,0.04,297.0,2282.79,6.99,Delivered Early,India
Guyana,Air,Tablet - FDC,2238,12846.12,5.74,0.19,,,13.21,Delivered Early,India
Zambia,Truck,Tablet - FDC,18027,73730.43,4.09,0.07,1228.0,1765.18,75.79,Delayed,India
Zimbabwe,Truck,Tablet - FDC,23999,47758.01,1.99,0.03,1069.0,7500.0,49.1,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,140000,648200.0,4.63,0.15,,,666.35,Delivered Early,India
"Congo, DRC",Air,Tablet,2725,5940.5,2.18,0.04,,,6.11,Delayed,India
Uganda,Truck,Tablet,3426,69273.72,20.22,0.17,698.0,2676.0,71.21,Delivered Early,Others
Guyana,Air,Tablet,1603,31595.13,19.71,0.16,,,32.48,Delivered Early,Others
Mozambique,Truck,Tablet - FDC,5232,13027.68,2.49,0.04,,,13.39,Delayed,India
Zambia,Truck,Tablet,5432,61001.36,11.23,0.19,506.0,635.95,62.71,Delayed,Others
Zambia,Truck,Tablet - FDC,14055,65074.65,4.63,0.15,1406.0,1335.02,66.9,Delayed,India
Nigeria,Air Charter,Tablet - FDC,6,48.66,8.11,0.14,6589.0,26731.0,0.05,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,105344,708965.12,6.73,0.11,10622.0,61850.0,728.82,Delivered Early,India
Zambia,Truck,Tablet,1240,6919.2,5.58,0.09,73.0,4937.65,7.11,Delivered Early,India
Mozambique,Truck,Tablet,80,302.4,3.78,0.13,,,0.31,Delivered Early,India
Rwanda,Air,Others,8953,45570.77,5.09,0.08,805.0,6220.48,46.85,Delivered Early,India
Zambia,Truck,Tablet - FDC,79914,527432.4,6.6,0.11,7194.0,9410.57,542.2,Delivered Early,India
Zambia,Truck,Tablet - FDC,25000,100000.0,4.0,0.07,,,102.8,Delivered Early,Others
Mozambique,Truck,Tablet - FDC,20673,95922.72,4.64,0.15,,,98.61,Delivered Early,India
Rwanda,Truck,Tablet,178258,402863.08,2.26,0.04,17140.0,23340.84,414.14,Delayed,India
"Congo, DRC",Air,Others,800,1592.0,1.99,0.03,,,1.64,Delayed,India
Nigeria,Air Charter,Tablet - FDC,76832,500944.64,6.52,0.11,6780.0,14251.0,514.97,Delivered Early,Others
Nigeria,Air Charter,Tablet,7526,41393.0,5.5,0.09,507.0,1263.0,42.55,Delivered Early,India
Others,Air,Tablet - FDC,3240,33210.0,10.25,0.34,614.0,4373.84,34.14,On time,India
Rwanda,Truck,Others,1766,3514.34,1.99,0.03,152.0,1330.99,3.61,Delivered Early,India
Rwanda,Truck,Tablet,21739,48043.19,2.21,0.04,,,49.39,Delivered Early,India
Uganda,Truck,Tablet,52500,168525.0,3.21,0.11,10119.0,6852.08,173.24,Delivered Early,India
Côte d'Ivoire,Truck,Tablet,10275,213720.0,20.8,0.17,,,219.7,Delayed,India
Rwanda,Truck,Others,3238,16481.42,5.09,0.08,,,16.94,Delivered Early,India
Uganda,Truck,Tablet - FDC,2368,9685.12,4.09,0.07,,,9.96,Delivered Early,India
Rwanda,Air,Others,10401,15705.51,1.51,0.01,3880.0,28001.97,16.15,Delivered Early,India
Rwanda,Truck,Others,2196,7905.6,3.6,0.06,192.0,2232.42,8.13,Delivered Early,India
Côte d'Ivoire,Truck,Tablet - FDC,32884,320947.84,9.76,0.33,4114.0,9264.13,329.93,Delivered Early,India
Haiti,Air,Tablet,2000,37800.0,18.9,0.16,457.0,5413.7,44.49,Delayed,Others
Mozambique,Truck,Tablet - FDC,438409,4278871.84,9.76,0.33,,,4398.68,Delayed,India
Nigeria,Air Charter,Tablet - FDC,335999,2593912.28,7.72,0.13,47693.0,116593.0,2666.54,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,1,7.72,7.72,0.13,,,0.01,Delivered Early,India
Uganda,Air,Tablet,74896,163273.28,2.18,0.04,7183.0,41735.0,192.17,Delivered Early,India
Zambia,Truck,Others,4000,7960.0,1.99,0.03,312.0,274.51,8.18,Delivered Early,India
Zambia,Truck,Tablet,65000,208650.0,3.21,0.11,,,214.49,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,400000,3904000.0,9.76,0.33,75284.0,77960.08,4013.31,Delivered Early,India
Zambia,Truck,Tablet - FDC,71377,465378.04,6.52,0.11,11342.0,15715.08,478.41,Delivered Early,India
Côte d'Ivoire,Truck,Tablet - FDC,5,32.6,6.52,0.11,1683.0,6443.5,0.03,Delayed,India
Rwanda,Air,Others,10000,36000.0,3.6,0.06,558.0,3989.81,42.37,Delayed,Others
Zambia,Truck,Tablet - FDC,54000,352080.0,6.52,0.11,28276.0,46157.86,361.94,Delayed,India
Zimbabwe,Truck,Tablet - FDC,94661,908745.6,9.6,0.32,,,1069.59,Delivered Early,Others
Zimbabwe,Truck,Tablet - FDC,6180,24411.0,3.95,0.07,,,25.09,Delivered Early,India
Others,Air,Tablet - FDC,7380,73726.2,9.99,0.33,1115.0,7006.47,86.78,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,84991,815913.6,9.6,0.32,38799.0,65310.33,838.76,Delivered Early,India
Uganda,Truck,Others,8193,15730.56,1.92,0.03,,,18.51,Delivered Early,India
Mozambique,Truck,Tablet - FDC,5000,67450.0,13.49,0.45,517.0,708.23,79.39,Delivered Early,Others
Côte d'Ivoire,Truck,Tablet - FDC,1963,15154.36,7.72,0.13,,,17.84,Delivered Early,India
Zambia,Truck,Tablet - FDC,43000,412800.0,9.6,0.32,68951.0,80039.1,424.36,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,290000,2784000.0,9.6,0.32,37449.0,69097.98,2861.95,Delivered Early,India
Mozambique,Truck,Tablet - FDC,5763,26625.06,4.62,0.15,599.0,3610.0,31.34,Delivered Early,India
Nigeria,Air Charter,Tablet,19100,360990.0,18.9,0.16,4710.0,8228.24,371.1,Delivered Early,Others
Nigeria,Air Charter,Others,112000,403200.0,3.6,0.06,6295.0,16941.0,414.49,Delivered Early,India
Nigeria,Air Charter,Tablet,1220,6502.6,5.33,0.09,,,6.68,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,14000,108080.0,7.72,0.13,1983.0,4065.0,111.11,Delivered Early,India
"Congo, DRC",Air,Tablet - FDC,14329,110619.88,7.72,0.13,,,130.2,Delayed,India
Nigeria,Air Charter,Tablet - FDC,46695,360485.4,7.72,0.13,,,370.58,Delivered Early,India
Rwanda,Truck,Tablet - FDC,34858,227274.16,6.52,0.11,3094.0,,267.5,Delivered Early,India
Côte d'Ivoire,Truck,Tablet - FDC,18928,123410.56,6.52,0.11,,,145.25,Delayed,India
Zambia,Truck,Tablet - FDC,51335,512836.65,9.99,0.33,85128.0,,527.2,Delivered Early,India
Zambia,Truck,Tablet,80901,897192.09,11.09,0.18,,,922.31,Delayed,Others
Nigeria,Air Charter,Tablet,98,737.94,7.53,0.13,,,1.45,Delayed,India
Nigeria,Air,Tablet - FDC,316,2768.16,8.76,0.15,,,5.43,Delivered Early,India
Nigeria,Air,Tablet - FDC,45,315.0,7.0,0.12,,,0.62,Delivered Early,India
Nigeria,Air Charter,Others,15,190.95,12.73,0.14,,,0.37,Delivered Early,India
Nigeria,Air Charter,Others,200,2424.0,12.12,0.13,,,4.75,Delayed,India
Côte d'Ivoire,Air,Tablet,7400,21460.0,2.9,0.05,714.0,2336.26,42.06,Delivered Early,India
Uganda,Air,Tablet - FDC,300,2628.0,8.76,0.15,,,5.15,Delivered Early,India
Guyana,Air,Tablet,4737,27379.86,5.78,0.19,427.0,6061.01,59.03,Delivered Early,India
Guyana,Air,Tablet,455,1110.2,2.44,0.04,,,2.39,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,19937,139559.0,7.0,0.12,5340.0,5028.04,273.54,Delivered Early,India
Nigeria,Air Charter,Tablet,77386,447291.08,5.78,0.19,,,876.69,On time,India
Uganda,Air,Tablet,10453,30313.7,2.9,0.05,1001.0,3228.26,59.41,Delayed,India
Haiti,Air,Others,108,162.0,1.5,0.02,,,0.35,On time,India
Côte d'Ivoire,Air,Tablet,1833,4472.52,2.44,0.04,88.0,1211.48,8.77,Delivered Early,India
Côte d'Ivoire,Air,Others,284,1420.0,5.0,0.05,22.0,1211.49,2.78,Delivered Early,India
Uganda,Air,Tablet,1300,3770.0,2.9,0.05,125.0,2697.65,7.39,Delivered Early,India
Côte d'Ivoire,Air,Tablet,8660,50054.8,5.78,0.19,742.0,1211.49,98.11,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,76000,506160.0,6.66,0.11,8280.0,15328.58,992.07,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,11242,127596.7,11.35,0.19,1261.0,11637.64,250.09,On time,India
Haiti,Air,Others,252,420.84,1.67,0.03,,,0.91,Delivered Early,India
Haiti,Air,Others,230,384.1,1.67,0.03,,,0.83,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,63732,748851.0,11.75,0.39,5144.0,11637.64,1467.75,On time,Others
Nigeria,Air Charter,Tablet - FDC,50040,500400.0,10.0,0.33,4161.0,11637.64,980.78,On time,Others
Haiti,Air,Tablet,315,6747.3,21.42,0.36,1045.0,750.9,14.55,Delivered Early,India
Zambia,Truck,Tablet - FDC,36760,322017.6,8.76,0.15,3294.0,9942.26,631.15,Delivered Early,India
Zambia,Truck,Tablet,80000,232000.0,2.9,0.05,8756.0,13844.72,454.72,Delivered Early,India
Haiti,Air,Tablet,120,903.6,7.53,0.13,,,1.95,Delayed,India
Guyana,Air,Tablet,2475,6756.75,2.73,0.05,347.0,4293.82,14.57,Delivered Early,India
Guyana,Air,Tablet,1063,8004.39,7.53,0.13,,,17.26,Delivered Early,India
Uganda,Truck,Tablet - FDC,29,325.38,11.22,0.19,5134.0,9348.0,0.64,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,3120,81900.0,26.25,0.88,275.0,1949.42,176.58,Delivered Early,Others
Côte d'Ivoire,Air,Others,2152,10760.0,5.0,0.05,,,21.09,Delivered Early,India
Haiti,Air,Others,1069,2052.48,1.92,0.01,396.0,6036.96,4.43,Delivered Early,India
Côte d'Ivoire,Air,Others,1596,3575.04,2.24,0.07,,,7.01,Delivered Early,India
Côte d'Ivoire,Air,Tablet - FDC,6584,57675.84,8.76,0.15,,,113.04,Delivered Early,Others
Côte d'Ivoire,Air,Others,1431,2747.52,1.92,0.01,,,5.39,Delivered Early,India
Haiti,Air,Others,288,3916.8,13.6,0.06,,,8.44,Delivered Early,India
Haiti,Air,Others,7056,10301.76,1.46,0.02,,,22.21,Delivered Early,India
Côte d'Ivoire,Air,Others,2345,4455.5,1.9,0.01,,,8.73,Delivered Early,India
Haiti,Air,Others,1628,3093.2,1.9,0.01,622.0,13122.39,6.67,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,578,6791.5,11.75,0.39,47.0,,14.64,Delivered Early,Others
Nigeria,Air Charter,Tablet - FDC,1500,9165.0,6.11,0.1,113.0,,19.76,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,20,122.2,6.11,0.1,2.0,,0.26,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,20000,224400.0,11.22,0.19,2347.0,9736.1,483.81,Delayed,India
Nigeria,Air Charter,Tablet,270,2025.0,7.5,0.12,15.0,,4.37,Delivered Early,Others
Uganda,Truck,Tablet,4200,21546.0,5.13,0.17,238.0,2021.53,46.45,Delivered Early,Others
Uganda,Truck,Tablet - FDC,20000,224400.0,11.22,0.19,2356.0,16682.66,483.81,Delivered Early,India
Uganda,Truck,Tablet,4500,24075.0,5.35,0.18,350.0,1854.0,51.91,Delivered Early,Others
Uganda,Truck,Tablet - FDC,3000,33660.0,11.22,0.19,359.0,3302.05,72.57,Delivered Early,India
Uganda,Air,Tablet,50,375.0,7.5,0.12,,,0.81,Delivered Early,India
Uganda,Air,Tablet,5000,25650.0,5.13,0.17,,,55.3,Delivered Early,Others
Tanzania,Air,Tablet,4800,13104.0,2.73,0.05,460.0,,28.25,Delivered Early,India
Zambia,Truck,Tablet,2600,54574.0,20.99,0.35,8819.0,8022.59,106.97,Delivered Early,Others
Nigeria,Air Charter,Others,309,8497.5,27.5,0.31,51.0,9736.1,18.32,Delivered Early,India
Nigeria,Air Charter,Tablet,7118,33810.5,4.75,0.16,628.0,9736.1,72.9,Delivered Early,India
Nigeria,Air Charter,Tablet,10076,75872.28,7.53,0.13,553.0,9736.1,163.58,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,40000,448800.0,11.22,0.19,4693.0,9736.1,967.61,Delivered Early,India
Uganda,Air,Tablet - FDC,200,1170.0,5.85,0.1,21.0,1000.05,2.52,Delayed,India
Uganda,Air,Tablet,1621,7699.75,4.75,0.16,,,16.6,On time,Others
Nigeria,Air Charter,Tablet,15299,40695.34,2.66,0.04,1792.0,9736.1,87.74,Delivered Early,India
Nigeria,Air Charter,Tablet - FDC,488,4274.88,8.76,0.15,39.0,9736.1,9.22,Delivered Early,Others
Uganda,Air,Tablet - FDC,3600,31536.0,8.76,0.15,238.0,3299.67,67.99,Delivered Early,India
Côte d'Ivoire,Air,Tablet,45108,214263.0,4.75,0.16,9863.0,19150.15,461.95,Delivered Early,India
Côte d'Ivoire,Air,Tablet,5664,13820.16,2.44,0.04,,,29.8,Delivered Early,India
Côte d'Ivoire,Air,Others,4550,6370.0,1.4,0.01,,,13.73,Delivered Early,India
Zimbabwe,Truck,Tablet - FDC,112100,655785.0,5.85,0.1,,,1413.87,On time,India
Zimbabwe,Air,Tablet - FDC,47390,277231.5,5.85,0.1,7112.0,3833.17,543.37,Delayed,India
Haiti,Air,Tablet,34080,161880.0,4.75,0.16,3318.0,23890.83,349.01,On time,India
Haiti,Air,Tablet - FDC,14875,130305.0,8.76,0.15,,,280.94,Delayed,Others
Uganda,Air,Tablet - FDC,20000,224400.0,11.22,0.19,2560.0,20654.81,483.81,Delayed,Others
Haiti,Air,Others,168,240.24,1.43,0.02,,,0.52,Delayed,India
Uganda,Air,Tablet - FDC,700,6132.0,8.76,0.15,,,13.22,Delivered Early,India
Uganda,Air,Tablet,17550,83362.5,4.75,0.16,1325.0,4600.45,179.73,Delivered Early,Others
Côte d'Ivoire,Air,Others,1596,3575.04,2.24,0.07,,,7.71,Delivered Early,India
Côte d'Ivoire,Air,Tablet,10980,26791.2,2.44,0.04,698.0,5121.68,57.76,Delivered Early,India
Nigeria,Air,Tablet - FDC,1000,11220.0,11.22,0.19,117.0,,24.19,Delivered Early,India
Nigeria,Air,Tablet,200,920.0,4.6,0.15,17.0,,1.98,Delivered Early,India
Nigeria,Air,Tablet,188,864.8,4.6,0.15,16.0,,1.86,Delivered Early,India
Nigeria,Air,Others,87,1827.0,21.0,0.23,42.0,,3.94,Delivered Early,India
Nigeria,Air,Tablet - FDC,53086,465033.36,8.76,0.15,,,1002.61,Delivered Early,India
Nigeria,Air,Tablet - FDC,58500,1165320.0,19.92,0.66,6433.0,,2512.43,Delivered Early,Others
Haiti,Air,Tablet - FDC,31836,278883.36,8.76,0.15,2565.0,25670.1,601.27,Delivered Early,Others
Mozambique,Truck,Tablet - FDC,30630,175509.9,5.73,0.1,,,378.4,Delivered Early,India
Haiti,Air,Others,3840,7411.2,1.93,0.01,,,15.98,Delayed,India
Nigeria,Air Charter,Tablet - FDC,6000,67320.0,11.22,0.19,789.0,6147.18,145.14,Delivered Early,India
Côte d'Ivoire,Air,Tablet,12060,86952.6,7.21,0.12,,,187.47,On time,India
Côte d'Ivoire,Air,Others,2400,3240.0,1.35,0.01,,,6.99,On time,India
Côte d'Ivoire,Air,Tablet,6594,15364.02,2.33,0.04,,,33.12,Delivered Early,India
Uganda,Air,Tablet - FDC,63148,539915.4,8.55,0.14,,,1164.06,Delivered Early,India
Uganda,Air,Tablet,71991,320359.95,4.45,0.15,7187.0,16285.97,690.7,Delivered Early,India
Uganda,Air,Tablet - FDC,26991,230773.05,8.55,0.14,,,497.55,Delivered Early,India
Côte d'Ivoire,Air,Others,6016,93248.0,15.5,0.26,,,201.04,Delivered Early,India
Côte d'Ivoire,Air,Others,540,772.2,1.43,0.02,,,1.66,Delivered Early,India
Côte d'Ivoire,Truck,Tablet - FDC,5624,18446.72,3.28,0.05,,,39.77,Delivered Early,Others
Guyana,Air,Others,316,609.88,1.93,0.01,,,1.31,Delivered Early,India
Uganda,Air,Tablet - FDC,31932,358277.04,11.22,0.19,,,772.45,Delayed,India
Tanzania,Air,Others,2864,22110.08,7.72,0.13,612.0,1979.75,47.67,On time,India
Côte d'Ivoire,Air,Others,1785,17974.95,10.07,0.11,168.0,7816.45,38.75,Delayed,India
